name,record,height,weight,reach,stance,dob
Brady Fink,2-3-0,"6' 0""",183 lbs.,--,Orthodox,--
Jesse Finney,5-1-0,"6' 0""",170 lbs.,--,,"Jul 11, 1974"
Jan Finney,11-12-0,"5' 8""",135 lbs.,--,Orthodox,--
Torrez Finney,7-0-0,"5' 8""",185 lbs.,"75""",Orthodox,"Oct 24, 1998"
Luigi Fioravanti,26-15-0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981"
Nick Fiore,6-2-0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 10, 1997"
Manon Fiorot,11-1-0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990"
Luiz Firmino,19-8-0,"5' 6""",154 lbs.,--,Orthodox,"Mar 18, 1982"
Spencer Fisher,24-9-0,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976"
Chris Fishgold,18-4-1,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992"
Bryanna Fissori,2-4-0,"5' 4""",145 lbs.,--,,--
Jon Fitch,30-7-1 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978"
Isi Fitikefu,6-0-0,"5' 10""",205 lbs.,--,,--
Rafael Fiziev,12-3-0,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993"
Colin Fletcher,14-8-0,"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983"
AJ Fletcher,10-3-0,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997"
Jimmy Flick,17-7-0,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990"
Luke Flores,9-2-0,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988"
Ty Flores,7-3-0,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993"
Alejandro Flores,17-3-0,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991"
Kenny Florian,14-6-0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976"
Darrius Flowers,12-6-1,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1994"
Cody Floyd,2-0-0,--,--,--,,"Jul 18, 1988"
Bobby Flynn,6-4-0,--,170 lbs.,--,,--
Caros Fodor,11-6-0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984"
Mal Foki,5-5-0,"5' 7""",220 lbs.,--,Orthodox,--
Matt Foki,5-4-0 (1 NC),"5' 7""",220 lbs.,--,Orthodox,--
AJ Fonseca,5-4-0,"5' 4""",145 lbs.,--,,--
Rob Font,20-8-0,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987"
Claudionor Fontinelle,10-15-1,"5' 5""",185 lbs.,--,Orthodox,--
Jesse Forbes,15-5-0,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984"
Sterling Ford,15-7-0,"5' 10""",155 lbs.,--,,"Mar 12, 1986"
Codale Ford,11-9-0,"5' 9""",170 lbs.,--,,"May 13, 1979"
Raheam Forest,7-2-0,"5' 11""",170 lbs.,"73""",Switch,"Jul 11, 1997"
Jussier Formiga,23-8-0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985"
Renee Forte,8-4-0,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987"
Brianna Fortino,9-3-0,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993"
Marcel Fortuna,9-3-0,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985"
Brian Foster,27-10-0,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984"
Xavier Foupa-Pokam,32-22-0,"6' 1""",185 lbs.,--,Open Stance,"Jul 03, 1982"
Mason Fowler,2-0-0,"5' 11""",170 lbs.,--,,--
Brandon Foxworth,18-4-0,"5' 11""",145 lbs.,--,Orthodox,"Apr 28, 1979"
Hermes Franca,24-17-0 (1 NC),"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974"
Glaico Franca Moreira,15-5-0,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991"
Francisco France,13-5-1,"6' 0""",205 lbs.,--,,"Jan 21, 1983"
John Franchi,6-2-0,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982"
Rich Franklin,29-7-0 (1 NC),"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974"
Zoila Frausto,13-5-0,"5' 4""",135 lbs.,--,Orthodox,--
Stephanie Frausto,8-7-0,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 20, 1990"
Zane Frazier,4-11-0,"6' 5""",250 lbs.,--,Orthodox,--
Gary Frazier,3-3-0,"6' 0""",245 lbs.,--,Orthodox,--
Justin Frazier,10-3-0,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989"
Ian Freeman,20-7-1,"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966"
Jason Freeman,6-4-0 (1 NC),"6' 2""",225 lbs.,--,,"Sep 02, 1976"
Willamy Freire,26-6-0,"5' 8""",155 lbs.,--,Orthodox,"Jul 28, 1987"
Patricio Freire,26-4-0,"5' 5""",145 lbs.,"65""",,"Jul 07, 1987"
Patricky Freire,17-8-0,"5' 7""",155 lbs.,"71""",,"Jun 01, 1986"
Jeremy  Freitag,6-10-0,"6' 1""",205 lbs.,--,,--
Rafael Freitas,3-6-0 (1 NC),--,205 lbs.,--,Orthodox,--
Donavon Frelow,6-3-0,"5' 7""",135 lbs.,--,Orthodox,"Jan 20, 1985"
Josh Fremd,11-5-0,"6' 4""",185 lbs.,"76""",Orthodox,"Jan 15, 1994"
Clay French,19-7-0,"5' 7""",161 lbs.,--,Southpaw,"Oct 07, 1980"
Mike French,9-10-0,"5' 10""",145 lbs.,--,,"May 29, 1975"
Matt Frevola,11-4-1,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990"
Jinh Yu Frey,11-10-0,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985"
Artem Frolov,11-0-0,"5' 10""",185 lbs.,--,,"Sep 07, 1991"
Sarah Frota,9-2-0,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987"
Don Frye,20-9-1 (1 NC),"6' 1""",219 lbs.,--,Orthodox,"Nov 23, 1965"
Tony Fryklund,14-9-1,"6' 0""",185 lbs.,--,Orthodox,"Mar 26, 1971"
Adam Fugitt,9-4-0,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989"
Jesse Fujarczyk,2-2-0,"6' 4""",225 lbs.,--,Southpaw,"Jan 28, 1983"
Katsuhisa Fujii,9-18-1,"6' 0""",205 lbs.,--,Orthodox,"Aug 15, 1972"
Megumi Fujii,26-3-0,"5' 3""",113 lbs.,--,,"Apr 26, 1974"
Kazuyuki Fujita,15-12-0,"6' 0""",235 lbs.,--,Orthodox,"Oct 16, 1970"
Keisuke Fujiwara,17-12-5,"5' 6""",139 lbs.,--,Switch,--
Riki Fukuda,24-9-0 (1 NC),"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981"
Masio Fullen,11-7-0,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986"
Travis Fulton,253-53-10 (1 NC),"6' 0""",240 lbs.,--,Orthodox,"May 29, 1977"
Sam Fulton,0-2-0,--,--,--,,--
Masakatsu Funaki,39-13-2,"6' 0""",185 lbs.,--,Southpaw,"Mar 13, 1969"
Ricardo Funch,9-6-0,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980"
Katsuaki Furuki,1-1-0,"6' 0""",168 lbs.,--,,"Nov 10, 1980"
James Gabert,6-4-0,--,178 lbs.,--,,--
Gustavo Gabriel,13-1-0,"5' 6""",125 lbs.,--,Orthodox,"Apr 01, 1994"
Claudia Gadelha,18-5-0,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988"
Alavutdin Gadjiev,18-13-1,"6' 2""",185 lbs.,--,Orthodox,"Jun 23, 1982"
Magomed Gadzhiyasulov,8-0-0,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1993"
Justin Gaethje,25-4-0,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988"
Sheila Gaff,9-7-0,"5' 5""",135 lbs.,--,Orthodox,"Dec 29, 1989"
Muin Gafurov,18-6-0,"5' 7""",135 lbs.,"68""",Southpaw,"May 17, 1996"
Mitch Gagnon,12-5-0,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984"
Brandon Gaines,5-21-0,"6' 3""",185 lbs.,--,,--
Travis Galbraith,18-7-0,"6' 0""",170 lbs.,--,Orthodox,"May 18, 1981"
Dave Galera,5-1-0,"5' 11""",135 lbs.,--,Orthodox,"Jan 12, 1978"
Zelg Galesic,11-9-0,"6' 2""",185 lbs.,--,Orthodox,"Feb 16, 1979"
Mickey Gall,7-5-0,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992"
Daniel Gallemore,7-3-0,"6' 5""",265 lbs.,--,,--
Tom Gallicchio,19-10-0,"5' 10""",170 lbs.,--,Southpaw,"Sep 23, 1986"
Turrell Galloway,8-6-0,"5' 3""",145 lbs.,--,,--
Eric Galvan,0-0-0,--,155 lbs.,--,,--
Andre Galvao,5-2-0,"5' 7""",168 lbs.,--,Orthodox,"Sep 29, 1982"
Marcos Galvao,18-8-1,"5' 7""",135 lbs.,--,Orthodox,"Jun 23, 1981"
Lucas Gamaza,8-4-0,--,170 lbs.,--,,--
Joey Gambino,9-2-0,"5' 7""",145 lbs.,--,Orthodox,"Oct 26, 1988"
Manvel Gamburyan,15-10-0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981"
Mateusz Gamrot,23-2-0 (1 NC),"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990"
Shamil Gamzatov,14-1-0,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990"
Ariel Gandulla,7-9-0 (1 NC),"5' 11""",205 lbs.,--,Orthodox,"May 07, 1968"
Ciryl Gane,12-2-0,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990"
Sean Gannon,2-1-0,"6' 3""",265 lbs.,--,Southpaw,--
Junye Gao,19-12-0,--,125 lbs.,--,,--
Eduardo Garagorri,13-2-0,"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989"
Cody Garbrandt,14-5-0,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991"
Leonard Garcia,18-13-1,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979"
Edgar Garcia,14-5-0,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984"
Alejandro Garcia,14-10-0 (1 NC),"5' 7""",145 lbs.,--,,--
Alex Garcia,15-6-0,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987"
Nick Garcia,8-3-0 (1 NC),"5' 4""",125 lbs.,--,,--
Steve Garcia,15-5-0,"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992"
Elias Garcia,6-2-0,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992"
Rafa Garcia,16-3-0,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994"
Fernie Garcia,10-4-0,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 12, 1992"
Rulon Gardner,1-0-0,"6' 3""",265 lbs.,--,Orthodox,"Aug 16, 1971"
David Gardner,18-21-0,"5' 11""",155 lbs.,--,Orthodox,"May 17, 1977"
Ian Garry,13-0-0,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997"
Pablo Garza,12-4-0,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983"
Azamat Gashimov,8-3-0,"5' 6""",125 lbs.,--,Orthodox,"Apr 07, 1990"
Brian Gassaway,29-20-2 (1 NC),"6' 1""",170 lbs.,--,Orthodox,"Aug 07, 1972"
Kelvin Gastelum,18-9-0 (1 NC),"5' 9""",170 lbs.,"71""",Southpaw,"Oct 24, 1991"
Willie Gates,12-7-0,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987"
Melissa Gatto,8-2-2,"5' 5""",125 lbs.,"69""",Orthodox,"May 02, 1996"
Louis Gaudinot,8-4-0 (1 NC),"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984"
Manuel Gaxhja,7-0-0,"5' 8""",155 lbs.,--,Switch,"Jul 23, 1997"
Shamil Gaziev,12-0-0,"6' 4""",265 lbs.,"78""",Orthodox,"Feb 10, 1990"
Charlene Gellner,0-4-0,"5' 2""",125 lbs.,--,,--
Chad George,16-8-0,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982"
Paul Georgieff,6-2-0,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982"
Brian Geraghty,26-18-1,"5' 7""",155 lbs.,--,Orthodox,"Nov 04, 1980"
Derek Getzel,8-5-0,"6' 0""",155 lbs.,--,,--
Karine Gevorgyan,3-3-0,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989"
Yanis Ghemmouri,12-2-0,"5' 9""",145 lbs.,"69""",Orthodox,"Jan 24, 1995"
Darrel Gholar,5-6-0,"5' 8""",194 lbs.,--,Orthodox,--
Tiki Ghosn,10-7-1,"5' 10""",170 lbs.,--,Orthodox,"Feb 09, 1977"
Christos Giagos,20-11-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990"
Joe Giannetti,6-1-0,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995"
Nick Gibbons,2-1-0,"5' 10""",155 lbs.,--,,--
James Giboo,13-5-0,"5' 11""",170 lbs.,--,Orthodox,"Jan 06, 1978"
Lance Gibson,4-5-0,"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970"
Lee Gibson,12-4-0,"5' 7""",155 lbs.,--,,--
Cody Gibson,20-9-0,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987"
Chase Gibson,9-5-0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990"
Kenny Giddens,12-7-0,"5' 11""",155 lbs.,--,,--
Thomas Gifford,14-9-0 (2 NC),"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992"
Joseph Gigliotti,7-2-0,"5' 11""",185 lbs.,--,Orthodox,"Aug 13, 1993"
Joey Gilbert,2-3-0,"5' 11""",155 lbs.,--,Orthodox,"Jun 05, 1976"
Trevin Giles,16-5-0,"6' 0""",170 lbs.,"74""",Orthodox,"Aug 06, 1992"
Kultar Gill,12-8-0,"6' 0""",154 lbs.,--,Orthodox,"Mar 24, 1979"
Jesse Gillespie,3-2-0,--,185 lbs.,--,,--
Gregor Gillespie,14-1-0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986"
Jason Gilliam,14-9-0,"6' 0""",170 lbs.,--,Orthodox,--
Micheal Gillmore,6-5-0,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 28, 1987"
Krishaun Gilmore,0-1-0,--,--,--,,--
Alex Gilpin,11-1-0,"5' 7""",145 lbs.,--,Orthodox,"Mar 26, 1992"
Bob Gilstrap,5-7-0,"6' 3""",200 lbs.,--,Orthodox,--
Eperaim Ginting,6-1-0,"5' 4""",135 lbs.,"64""",Orthodox,"Nov 30, 1995"
Demetrius Gioulacos,0-1-0,"5' 11""",185 lbs.,--,,--
Billy Giovanella,9-5-0,"5' 8""",125 lbs.,--,,"Aug 20, 1985"
He-Man Gipson,1-2-0,--,--,--,,--
Israel Giron,19-5-0,"5' 8""",155 lbs.,--,,"Jan 16, 1974"
Brandon Girtz,14-7-0,"5' 7""",155 lbs.,--,,"Mar 06, 1985"
Jason Glaza,3-2-0,"6' 0""",230 lbs.,--,,--
Mike Glenn,5-6-0,--,205 lbs.,--,,"Oct 09, 1977"
Ricky Glenn,22-8-2,"6' 0""",155 lbs.,"70""",Southpaw,"Apr 12, 1989"
Mark Godbeer,13-4-0,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983"
Clint Godfrey,13-3-0,"5' 6""",135 lbs.,--,Southpaw,"Oct 21, 1982"
Loopy Godinez,12-3-0,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 06, 1993"
Jason Godsey,16-16-0,"6' 2""",230 lbs.,--,Orthodox,--
Allan Goes,10-5-2,"6' 0""",205 lbs.,--,Orthodox,"Apr 20, 1971"
Billy Goff,9-2-0,"5' 10""",170 lbs.,"72""",Switch,"Jun 18, 1998"
Amiran Gogoladze,14-3-0,"6' 1""",170 lbs.,"74""",Switch,"Dec 09, 1997"
Jonny Goh,3-4-0,"5' 11""",155 lbs.,--,,--
Hannah Goldy,6-4-0,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992"
Marcelo Golm,6-3-0,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992"
Denise Gomes,8-3-0,"5' 2""",115 lbs.,"63""",Orthodox,"Dec 30, 1999"
Sergio Gomez,10-3-0,"5' 6""",155 lbs.,--,Orthodox,"Apr 29, 1982"
Frank Gomez,10-6-0,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986"
Alan Gomez,2-0-0,--,155 lbs.,--,,--
David Gomez,1-2-0,--,155 lbs.,--,,"Aug 08, 1983"
Ulysses Gomez,9-5-0,"5' 6""",125 lbs.,--,Orthodox,"May 25, 1983"
Joey Gomez,6-2-0,"5' 10""",135 lbs.,"73""",Orthodox,"Jul 21, 1986"
Luis Gomez,4-1-0,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995"
Joey Gomez,7-1-0,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989"
Edson Gomez,6-2-0,"5' 8""",170 lbs.,"69""",Switch,"Feb 23, 1991"
Silvana Gomez Juarez,11-5-0,"5' 3""",115 lbs.,"65""",Orthodox,"Dec 06, 1984"
Takanori Gomi,35-14-0 (1 NC),"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978"
William Gomis,13-2-0,"6' 0""",145 lbs.,"73""",Southpaw,"Jun 13, 1997"
Akihiro Gono,35-21-8,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974"
Gabriel Gonzaga,17-11-0,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979"
Justin Gonzales,6-0-0,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991"
Fernando Gonzalez,26-14-0,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983"
Nick Gonzalez,17-12-0 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Mar 03, 1981"
Fabian Gonzalez,2-1-0,"5' 10""",135 lbs.,--,,--
Lewis Gonzalez,11-3-0,"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1987"
Jason Gonzalez,11-5-0,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990"
Pearl Gonzalez,6-3-0,"5' 4""",115 lbs.,--,Orthodox,"Aug 12, 1986"
Jorge Gonzalez,16-4-0,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 29, 1984"
Mikey Gonzalez,7-2-0,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985"
Erick Gonzalez,14-8-0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 20, 1992"
Jennifer Gonzalez,13-5-0,"5' 2""",125 lbs.,--,,"Mar 22, 1986"
Kier Gooch,2-7-0,--,155 lbs.,--,,"Apr 21, 1986"
Lyman Good,21-6-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985"
Jared Gooden,23-9-0,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993"
Gary Goodridge,23-22-1,"6' 3""",249 lbs.,--,Orthodox,"Jan 17, 1966"
Jordan Goodwin,0-0-0,--,155 lbs.,--,,--
Gerard Gordeau,2-2-0,"6' 5""",216 lbs.,--,Orthodox,"Mar 30, 1959"
Eddie Gordon,8-4-0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983"
Jared Gordon,20-6-0 (1 NC),"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988"
Tebaris Gordon,3-1-0,"6' 1""",265 lbs.,--,Orthodox,"Jul 19, 1988"
Malcolm Gordon,14-8-0,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990"
Tresean Gore,5-2-0,"6' 0""",185 lbs.,"75""",Switch,"Jun 21, 1994"
Alex Gorgees,6-1-0,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995"
Themba Gorimbo,11-4-0,"6' 1""",170 lbs.,"77""",Orthodox,"Jan 23, 1991"
Tim Gorman,9-4-0,"5' 5""",135 lbs.,--,Southpaw,"Apr 29, 1983"
Chase Gormley,14-6-0 (1 NC),"6' 3""",265 lbs.,--,Orthodox,--
Jonathan Goulet,23-12-0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979"
Thibault Gouti,12-5-0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987"
Wilson Gouveia,14-8-0,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978"
Todd Gouwenberg,9-5-0,"6' 1""",205 lbs.,--,Orthodox,"Sep 25, 1974"
Hugo Govea,0-1-0,--,--,--,,--
Justin Governale,5-5-0,--,145 lbs.,--,,--
Damian Grabowski,20-5-0,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980"
Royce Gracie,15-2-3,"6' 1""",175 lbs.,--,Southpaw,"Dec 12, 1966"
Crosley Gracie,2-2-0,"5' 9""",190 lbs.,--,Orthodox,"Jul 18, 1979"
Daniel Gracie,5-4-1,"6' 2""",225 lbs.,--,Orthodox,--
Ralph Gracie,6-1-0,"5' 9""",183 lbs.,--,Orthodox,--
Renzo Gracie,13-7-1 (1 NC),"5' 10""",185 lbs.,--,Orthodox,"Mar 11, 1967"
Rickson Gracie,11-0-0,"5' 10""",185 lbs.,--,Switch,"Nov 20, 1958"
Rodrigo Gracie,6-2-1,"6' 0""",183 lbs.,--,Orthodox,"Apr 11, 1975"
Royler Gracie,5-5-1,"5' 8""",150 lbs.,--,Southpaw,"Dec 06, 1965"
Ryan Gracie,5-2-0,"5' 9""",200 lbs.,--,Orthodox,"Aug 14, 1974"
Ralek Gracie,3-1-0,"6' 2""",210 lbs.,--,Orthodox,"Oct 04, 1985"
Rolles Gracie,8-4-0,"6' 4""",242 lbs.,--,Orthodox,"Jul 14, 1978"
Cesar Gracie,0-1-0,"5' 10""",181 lbs.,--,Orthodox,--
Roger Gracie,8-2-0,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981"
Igor Gracie,5-4-0,"5' 11""",170 lbs.,--,,"Feb 04, 1980"
Neiman Gracie,6-0-0,"6' 0""",170 lbs.,--,,--
Kron Gracie,5-2-0,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988"
Bogdan Grad,11-2-0,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 28, 1995"
Steven Graham,2-1-0,"6' 1""",290 lbs.,--,Orthodox,--
Scott Graham,3-1-0,"6' 4""",185 lbs.,--,Orthodox,--
Miranda Granger,7-3-0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992"
TJ Grant,21-5-0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984"
Davey Grant,15-7-0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985"
Dwight Grant,11-6-0,"6' 1""",185 lbs.,"76""",Switch,"Sep 14, 1984"
Alexa Grasso,16-3-1,"5' 5""",125 lbs.,"66""",Orthodox,"Aug 09, 1993"
Tony Gravely,23-9-0,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991"
Michael Graves,6-0-1,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991"
Shelton Graves,7-3-0,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985"
James Gray,4-1-0,"5' 9""",135 lbs.,--,Orthodox,"Oct 25, 1987"
Kevin Gray,9-4-0,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985"
Sam Greco,3-1-1,"6' 2""",205 lbs.,--,Orthodox,"May 03, 1967"
Bobby Green,31-15-1 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986"
Desmond Green,23-8-0,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989"
Gabe Green,11-5-0,"5' 10""",170 lbs.,"73""",Switch,"May 02, 1993"
Maurice Greene,9-7-0,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986"
Matt Grice,15-5-0,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981"
Forrest Griffin,19-7-0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979"
Tyson Griffin,16-8-0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984"
Max Griffin,19-10-0,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985"
Jordan Griffin,18-9-0,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990"
Chad Griggs,11-3-0,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978"
Charalampos Grigoriou,8-3-0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992"
Chuck Grigsby,23-10-0,"6' 6""",205 lbs.,--,Orthodox,--
Rodrigo Gripp de Sousa,7-9-0,"5' 11""",205 lbs.,--,Orthodox,--
Maxim Grishin,32-10-2,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984"
Josh Grispi,14-5-0,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988"
Garrett Gross,11-7-0,"5' 9""",155 lbs.,--,Orthodox,"Aug 08, 1988"
Kendall Grove,23-17-0 (1 NC),"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982"
Neil Grove,12-8-1,"6' 6""",265 lbs.,--,Orthodox,"Jan 18, 1971"
Chris Gruetzemacher,15-5-0,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986"
Vik Grujic,6-6-0,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977"
Mike Grundy,12-4-0,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987"
Wang Guan,20-1-1,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986"
Nandor Guelmino,11-5-1,"6' 3""",230 lbs.,--,,"Dec 20, 1975"
Fabricio Guerreiro,21-5-0 (1 NC),"5' 10""",145 lbs.,--,,"Jul 24, 1990"
Rainn Guerrero,5-2-0,"5' 6""",125 lbs.,"65""",Orthodox,"May 13, 1992"
Shannon Gugerty,15-7-0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981"
Clay Guida,38-21-0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981"
Jason Guida,19-28-0 (2 NC),"5' 10""",214 lbs.,--,,"Aug 04, 1977"
Melvin Guillard,32-18-2 (3 NC),"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983"
Chris Guillen,13-16-0,"6' 0""",240 lbs.,--,Orthodox,"Dec 09, 1972"
Marcelo Guimaraes,9-2-1,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983"
Leonardo Guimaraes,11-5-0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,"Apr 15, 1982"
Brad Gumm,10-6-1 (1 NC),"5' 11""",170 lbs.,--,Orthodox,--
John Gunderson,35-16-2,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979"
John Gunther,5-1-0,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985"
Jorge Gurgel,14-10-0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977"
